ID,Upvotes
366953,208.65349455431033
71864,125.74961404151307
141692,47.9827919929709
316833,46.92399529550963
440445,283.48232618818633
3514,26.05439687402918
331420,1.626716891507158
406540,94.53501763024232
227379,71.47930176348117
331687,31.673525960809968
32784,18.679229544742043
470377,58.77737684227213
338103,35.107833857436816
29883,244.39609977682574
218228,61.48885018357615
70945,963.4039185411172
14328,45.30308213928143
259947,117.55087169088861
346378,467.5997884840975
384621,33.26112462208687
425418,39.75444500725118
131224,121.85739191421791
365408,19.35237316103388
218626,14.069383681065176
331722,59.38140062635799
310969,38.17347657302656
307391,180.0619671001178
14072,251.33373112686334
238694,23.351674026611875
213841,25.09459669135532
165258,127.2264465580865
123606,35.4461215570918
214062,47.99915591951458
279450,396.3002012564168
178546,25.268580708944626
358455,37.00083607304197
386308,6.757241396585329
155592,49.449740294749716
200090,39.39558923610994
127308,31.715092642256224
449766,85.52426387717864
223688,289.3004700190179
442443,2.1547931330889867
451259,386.47858758383063
87024,3.8287169125763114
207529,190.29775234416957
196568,44.98756407832607
38258,202.08266619096898
387275,19.338676469243637
86152,16.08463058260776
302142,213.35366894037716
401268,435.6113469636616
307187,24.0905494382541
252388,39.49862329904789
844,4.349180964977791
105707,34.89710818591098
230309,301.9074042145221
362573,75.73896729491508
173751,107.87445790064996
349049,29.333683160144204
310466,25.9665583305445
205786,140.8877577671359
208358,74.84637521129144
440214,46.286734834782266
41343,38.93769770662894
427741,211.47808644622077
355001,89.22342166356228
137708,52.284500222454284
146326,355.97170314107905
220889,45.12198474551147
205742,1434.4068891940049
28737,26.605020494190086
292474,34.2497531056251
349149,18.84960112442846
46230,8.684841292541222
303160,89.47458436861601
292638,159.19473658365516
210116,10.712399077863523
55900,17.70490108563746
91135,37.910210116596716
452177,232.5279785667057
170628,30.233786947806152
237099,43.47522528473971
166022,8.412973525822082
175687,64.80702562449596
392847,4.898256003444516
454964,23.586657915013376
259259,26.638649937194515
289148,206.91513558129407
311134,34.9005221342606
62551,670.326028747739
336258,13.944102478463378
468049,48.25013868346423
22189,51.461169076399614
264888,52.57987423906286
451615,243.66281549581558
85004,42.084786289272955
375246,100.13718512252831
60204,32.1499324847351
126097,11.359727077497212
182425,4320.341431907504
449937,83.94006947574215
442637,7805.058466357284
378184,51.187518990113205
357584,307.1163874675588
383054,32.02794918608831
299871,47.380249988426385
152764,16.24855133469967
22064,36.18703252527203
416791,17.398104348033
440686,109.04122761191778
44537,28.5360344462444
80203,36.00891928762991
81726,16.99068683285006
440068,257.79774827039176
109276,60.24907025788096
120567,23.75228497545146
169520,36.053296367394836
84443,23.44767972680347
139139,62.51708341848817
346145,60.16765929920982
75219,40.238293461213345
244042,70.07991541016341
6992,39.73137096731185
337741,6.804024692153888
20091,783.3287717260324
420761,80.8318714850387
101501,8.920497414127993
408598,897.2471250342162
306979,0.7177099819161583
50260,16.31629081079717
21088,13.125748464056471
462951,10.539779253207286
196903,28.9518788842484
155361,168.00519410237052
51756,26.65198847502822
192022,12.52647848846945
384071,4.735352552148839
173305,702.1095783389699
56449,24.84463005914364
172164,45.45637953179991
341063,64.56180049367353
431990,29.42621604872008
342757,118.86833633897561
335181,18.00672203518377
121613,15.579297806631075
40216,86.85745871038799
116940,57.22152586939893
351719,4.577398546205103
436421,28.444164256150742
173164,50.2542792488739
362350,2.2998527636145525
357892,338.2830898159392
335957,66.45651484457812
192010,10.052946741684707
407412,16.59201993525346
19359,3.9975831211291677
82078,55.06988115071778
375709,2035.2808556580815
122137,39.92607197319677
244661,159.10097113237484
434900,208.9609002879109
54220,18.97172592460271
425162,59.00817223345544
453118,67.04908803528036
373873,13.400600810425459
238415,508.2214637699001
53501,139.85864970205787
67918,16.702059780632794
68982,8.398625257697915
81980,57.993073223498726
332015,92.35988142892401
171470,24.03749425654945
24209,3.6110273466209435
396455,171.17073450996432
236372,79.02668570553027
29062,222.57280866297594
248733,24.151519560536656
43097,16.589139808759853
401490,39.13484399272403
181282,35.108848423377566
285264,43.89934754371873
386230,24.885058790812565
262238,60.50671836803471
226323,27.81398621925419
224589,100.58235526119043
61,25.2111494629805
120331,3.5132390700256906
59519,28.132283300697196
263459,447.95820491199026
188774,778.1927934942621
157423,37.95379457885147
204323,645.3356961058463
94807,24.327308570732043
130112,19.443760998069564
298030,225.2759715963717
361994,27.687916214762822
242867,56.040499882721036
345301,10.039430993906649
404296,9.96496188756575
403325,32.19081539080864
78570,31.183358634434143
247119,96.2650523752514
433907,1032.339175956673
51709,35.01265976544849
256743,41.459016899096554
132448,51.30686201200919
429148,31.763888841383476
384840,33.793644630763396
434864,222.74462439338726
317954,117.84973753174577
452061,37.03548991963942
85212,20.239907696193598
373284,50.97413000840069
284208,242.2518402603375
233976,59.31002519328885
105691,1184.040457923957
375077,190.1272461218751
26720,54.85765539505897
70683,169.38703406137094
281194,39.706423808010896
390953,250.14703383481398
59608,272.9172953517316
341707,61.333931462187536
403654,45.763483257284776
209246,97.87641761950161
295413,40.818663751782395
379392,92.91461042727818
261533,41.71360146449328
130134,50.705837086322276
137990,138.02261071046922
413320,52.904418151544576
468459,135.49832194516583
189150,14.865718259331771
381154,18.575350273564595
373043,39.52857007577143
231677,7533.6810334429865
438093,46.696672250469504
443706,42.19619803462572
230906,44.79869291475413
138183,0.45441269174196464
78231,41.070902277815264
70795,26.467871547699275
283674,34.705262804685304
144543,20.905150305716234
213929,83.57499939968656
458437,981.7109855634463
279629,50.44274118070635
284422,19.171068332867122
29532,14.896071498126588
409963,46.827098969237284
325099,186.33239239439771
409635,498.9935053932039
18156,15.879823165276434
355380,17.918196875494942
412081,53.71475481970904
363354,39.15281876608631
354537,149.67318469982115
209720,32.25885138021812
150078,82.44755410649748
31479,113.01572880041834
455028,48.64156011182311
104579,478.7290794082303
102986,77.21658491898646
60804,25.685447822867758
361348,141.8900497867567
234054,6277.08497891306
212541,5.299614883015209
452107,23.422045369928554
227926,4.030631927473422
340913,92.47672916162955
316690,43.405586006118654
223984,21.129661652590073
193558,1276.680061242254
155138,420.38956762444286
36080,23.300937183333446
355444,58.57668824921828
310281,32.973717413140974
79606,84.04210711792942
